gene	genoa_ea_s	genoa_aa_s	geuv_yri_s	geuv_eur_s	geuv_eur	geuv_yri	ea	aa	genoa_ea	genoa_aa
ACAP2	0.003784100024407313	0.0029312571966221843	0.00791010796264676	0.005886055584175372	1.0881617447690895e-4	0.005641497671460432	1.9e-4	0.036	NA	NA
ACAT1	0.005996084752375771	0.012432807849965779	3.3014308336605465e-4	0.06876340287322609	0.06901098948985607	0.009155121870630925	0.071	0.099	0.016035004263971205	0.0011543509264771356
ACAT2	0.004381063959615386	0.0062085643034684125	0.05189343276146629	0.03220772120234523	0.0028855150093566218	0.02206254289728579	0.033	0.012	0.0015216484630779866	0.004784314617221302
ACBD5	0.006934071914614228	0.013116165742567949	0.0072001798687499	1.3158292341615326e-4	0.0019550302123206536	0.007309153642421938	0.12	0.19	NA	0.014504488234868024
ACCS	0.3102211720306924	0.06842030499226003	0.03878536335364963	0.3472854936134845	0.4892092613313001	0.048068807948726575	0.35	0.11	0.34967482634482133	0.0013381241507813696
ACER3	0.06542926515419271	0.004029101987592337	3.729213359824047e-4	0.0018346033667702444	0.003489732729767312	0.014027598603466751	0.21	0.17	0.0015220377725257111	0.0062449515099332
ACN9	0.015857662097968666	0.001052282561166333	1.8797928283603442e-4	0.07843338483050286	0.001308073864138524	0.340177504257236	0.0097	0.29	7.341392681199616e-4	0.11014981920988579
ACO1	0.002070483437152944	9.676699912693201e-4	8.1319976732772e-4	0.008091422002145474	0.0069794559105420175	0.07006608751485023	0.35	0.14	0.0019180633736015063	NA
ACO2	0.007359231801377446	5.338818491717337e-4	0.0055326687714639744	6.12807221768863e-4	0.0024595044972997135	0.008383740354610108	0.0038	0.11	0.0037881521898355864	0.00659088711732294
ACOT13	0.04190659784478943	0.022127690898069468	0.007253448283393082	0.03265211497359494	0.008791098330883384	0.24451835829608456	0.1	0.14	NA	0.03959946026322779
ACOT2	0.01605993878200913	0.02569040792804469	0.00553514001037343	0.054275581769658764	0.11075283335860711	0.02033592168517471	0.078	0.11	0.011575419878872402	NA
ACOT4	0.09068405451737772	0.01522859222722594	0.03075930423805533	0.2587941998613068	0.2772943684264653	0.1033626179787315	0.17	0.092	0.09082790885819782	0.0011800726015935078
ACOT8	0.003962805319706445	0.001485961249273604	0.007077120409651544	0.0018847171586453479	0.04816173546010103	0.05174108896701103	0.029	0.083	0.003257432241433706	NA
ACOX3	0.03348490262165684	0.014275734936827522	0.008568172044677606	0.14517929479284977	0.16928847023781188	0.013434585223483954	0.14	0.093	0.04008846276613894	NA
ACP1	0.00292999725800564	0.001471648134622269	0.0018901649746782732	0.007761794430847614	7.00176122056316e-5	0.005367864223141347	0.069	0.015	8.007876451764385e-6	0.0025804279639614976
ACP2	0.05001345052322806	0.0051670197191714725	0.0875858731598359	0.05011969523353946	0.04902302617937901	0.11395546204873552	0.19	0.032	0.030737684015188994	0.003190977427447328
ACP5	0.004781049923976254	4.228386459614252e-4	0.011359819158288115	0.006317681585623251	7.309375778928257e-4	0.005580981331026594	1.3e-4	0.037	NA	0.015879523955753254
ACP6	0.06172505382420753	0.034837663837725207	0.10063115877206033	0.05574888463625824	0.10710427974829344	0.349707627910621	0.18	0.21	0.06808788750186072	0.13059513577928994
ACSF3	0.11250271505048039	0.10726486862529806	0.11500976085145764	0.03678887992734277	0.011329774663494383	0.15612620804474095	0.26	0.28	NA	0.11902833611498728
ACSS1	0.008462988475028604	0.00552858343760735	0.00684484858082512	0.029910055584856116	0.08968612947185209	0.008775492981947157	0.095	0.17	0.021602868938183205	0.0071873340202892235
ACTA2	0.30350378772579395	0.2474600241840627	0.16236970570981688	0.17215419740568116	0.18915798726854985	0.20145870181063188	0.43	0.41	0.2968114167705592	0.2366947779382618
ACTB	0.12083577161313812	0.0064080827973855975	0.0031304457546590054	0.0016728853364138517	7.791861634119395e-4	0.0025442353867770654	0.35	0.011	4.2981738332930773e-4	0.007919253101971332
ACTG1	0.010936695757753991	0.012052367574616373	0.15636849949956189	0.025077385028317026	0.03708841655832816	0.27925157230494724	0.0036	0.14	0.004182393463273488	0.008850086020036594
ACTR10	8.681292589799039e-6	1.8926160779714557e-4	0.0027190380309449723	0.012642378783473247	0.008348483407226825	0.025660750404395978	0.011	0.12	NA	5.439878025263117e-4
ACTR1A	0.01608835314325226	2.1570771111856204e-5	0.05234874924086384	0.06036917909932395	0.056005489674075384	0.22628380097793274	0.05	0.14	0.01339678616242672	0.016110158702377586
ACTR1B	0.06562590115875487	0.0061941765077378015	0.007924412020536294	0.002387103545615271	5.708891978831768e-4	0.006131560159743398	0.12	0.16	5.657587527771027e-5	NA
ACTR2	0.052155332856710736	0.03603549089428079	0.04859340649539846	0.028969120861936728	0.02878864128643255	0.05261432589892698	0.086	0.049	0.04794712622498636	0.005953554552731194
ACTR3	0.014199255362502222	0.001064592093489415	0.08077758515610864	0.01753846580111852	0.01788029247830762	0.07954585215960341	0.03	0.012	0.004935357136468308	0.00635840695924846
ACTR3C	0.04549212650401754	9.299777176452294e-5	0.026734182525720653	0.024459817700493	0.02523927208536233	0.005077986640213	0.068	0.056	0.042376395945951766	0.005883263124061122
ACTR5	0.00876535879851171	0.04294129482602092	0.061542287088375856	0.03919397280917868	0.0403265711096988	0.13553825793079988	0.014	0.2	1.7002800556511192e-4	0.061963811633689886
ACTR8	0.13675551166929667	0.0943991168917723	0.020414900971596865	0.11985139688731905	0.1299832195995977	0.08717124382828945	0.54	0.48	0.11206468334285742	0.026863106586107487
ACY3	0.05341724258004581	0.004530541836502786	0.012115697041129124	0.020374061872459822	0.00952652084248318	0.008875463860775822	0.088	0.064	0.04135671310696264	0.006487817838364705
ADAL	0.0011425660488494631	0.07982718509878334	0.009298145527628837	0.03932742773731563	0.037460902442578534	0.0019390454684908112	0.061	0.29	0.0024075015022864557	0.006844688513183476
ADAM15	0.009089597159208353	0.011167670604081038	0.014293603320128516	0.05592453104563242	0.07132877464962635	0.004528611214847076	0.089	0.0052	0.034260627112051655	4.92099360852399e-4
ADAM17	0.011830935674595387	0.0015815934166660004	0.03258208406604694	0.008984720437973654	0.008710331484407136	0.03617014233440962	0.085	0.077	0.004430287030830928	0.005565939145197702
ADAM19	0.06156830263918664	0.05609658770876023	0.016891829986088545	0.10191355191205047	0.17871294121475217	0.10624032890090869	0.22	0.13	0.11891541702467366	6.001273148083183e-4
ADAM22	5.55013903510918e-4	0.0039529166371464804	0.006092110794098381	6.640315063181152e-4	3.781021074292368e-4	0.028305336071375344	0.093	0.094	0.0029484073877196885	5.589654789153347e-4
ADAM8	0.036854861209261985	0.005677924735745922	0.021122167918866015	0.007045684143032843	0.016823868394239425	0.003298323816604183	0.14	0.047	1.584646869972983e-4	3.936778606097909e-4
ADAM9	4.95147130397227e-4	6.089280581112727e-4	0.023320839483083597	0.005113974446241213	3.57863407250791e-4	0.008799648417021511	0.013	0.019	NA	0.00876263421404275
ADAMDEC1	0.0018211570235312862	7.202115470616947e-4	5.500659209914708e-7	0.01490600846978946	0.0010083883711731049	0.020491888874001857	0.0028	0.08	1.7176223869442147e-6	0.0016699141758110647
ADAMTS16	0.018391470575678102	0.014295934607994809	0.032421952242377323	0.0031387757201459974	0.01027140785931108	0.29913679892320527	0.025	0.12	0.02613755309517722	0.06427436390367014
ADAMTS7	0.02579769501153432	0.0032010140824270876	0.03462757461577117	0.11857714486247883	0.22707199516790955	0.004228215514071247	0.081	0.024	0.035439154229810095	0.010395453425760483
ADAMTSL3	0.01698052133314503	0.012692516012152629	0.13859077037599207	0.08341998029632706	0.12232274278992174	0.13569284358563932	0.07	0.08	0.03270395494557939	0.012692516012152632
ADAP1	0.012875299801670527	6.796728438993063e-6	0.02130040148779366	0.001082697092458406	0.06041165007406046	0.0014096889254202574	0.11	0.007	0.06265386897291311	0.00942159525461232
ADAP2	0.02695609092129296	1.0185877733194205e-5	0.03746470216909241	0.037071932665726864	0.03480192206913799	0.15382144750908752	0.041	0.033	0.0464469489582383	0.012874670834807686
ADAR	0.003376042552302528	0.0023017685946732304	0.010412738121393584	0.006262358444533805	1.8471761083781413e-4	0.017257129676878577	0.0089	0.016	0.009908870099009004	0.0025543196405486417
ADAT1	0.11131774816770652	0.07875593895768113	0.020793873939912867	0.05644902163314429	0.04589035221183861	0.003414908606993626	0.31	0.23	0.08756618264105893	0.0013220149037018966
ADAT2	0.004353523902484068	0.004405610545679846	0.04190882321589513	0.031996590283113135	0.002750828962152439	0.10813709433546667	0.034	0.092	0.001667887531631876	0.002195917799474176
ADCK1	0.020148151860658273	0.017543118835873478	0.006865431260746217	0.01594979635053204	0.054151256687887124	0.04925521717481464	0.11	0.16	0.05338626599134974	0.002640949120628018
ADCY1	0.06161982093303807	0.0792054023871933	0.07478448369593382	0.027796705888348455	0.029148442338238795	0.07444644754869276	0.095	0.21	0.060891044241193674	2.781026483768195e-4
ADCY3	0.07747075643382767	0.011869939076980184	0.002494281883573498	0.07926839074980564	0.08031414262394866	0.014097366412635887	0.19	0.061	0.044034941910197384	NA
ADD1	0.002299483418456831	0.008809992479201847	0.007989300027252533	3.823728681948898e-5	9.925367680419563e-5	1.30417773297596e-4	0.045	0.015	NA	0.0033352052637800247
ADH5	0.15293562067267957	0.02705109245972442	0.02782994034231216	0.005917721813347106	0.0033714877963512023	0.02829659536857571	0.24	0.096	NA	0.003556007206384095
ADHFE1	0.005902076990851521	7.993321279941323e-4	0.0016838060310329617	9.930818079072299e-4	0.006972504113141067	0.003475848757505317	0.047	0.013	NA	NA
ADI1	0.05251544930855997	0.02403943420969655	0.007326065932448366	0.05040213062669653	0.06939251071229609	0.08990264059629964	0.22	0.11	0.06132798802705571	0.005416306134799023
ADK	0.0014582555252338383	0.012854256696556026	0.004571283306814368	0.019362520077312175	0.03193246823484497	0.026368800751068344	7.3e-4	0.038	0.001590031034983883	0.01580963722051987
ADPRH	0.014717275938737869	3.758521037067021e-4	0.013079647677487911	0.05543056896130385	6.247113580271835e-5	0.10183776722780416	-0.0015	0.09	0.00832779072853694	6.909886036495881e-5
ADRB1	0.008373381038393206	0.020930597599575607	0.0036467448208178693	0.062052547985541676	0.04890177811024327	0.09481320198837179	0.038	0.018	0.018011684419498655	0.0122524041491339
ADRB2	0.004369885065625533	0.01599780934249233	0.12278454731315895	0.0014043680876314436	0.05929047539141703	6.123621501114568e-4	0.087	0.0019	0.05977988734122163	1.3650866739485342e-5
ADRM1	0.0013652353205639521	0.001799672778856265	0.011803932281320978	6.168623952951993e-4	0.008875974454802931	0.0314067798685277	0.0075	0.0091	2.031324027656694e-5	9.867679584278375e-10
ADSL	0.003804195269339563	2.427648820322067e-4	6.054871670768442e-4	0.011268267712184012	8.356427621253195e-8	0.039197549761519214	0.0014	0.098	NA	NA
ADSS	0.016570698187238185	0.0035295958189219944	0.002945750983423547	0.016075358242704323	0.0049489373760344384	0.05143096998448895	0.012	0.091	0.0221107501366731	1.1026004355891521e-4
AEN	0.010180214413660515	0.012014568643495458	0.028534333742581953	0.016353435261153976	0.009756963486434553	0.003395054607253881	0.048	0.11	NA	0.00229697657876471
AFF1	0.006098763292889418	8.244266886567476e-7	0.014043825367932727	0.004430107601229922	0.004323655331727781	7.904957567010194e-5	0.014	0.0058	0.0015904846580112604	1.744134844275993e-5
AFF3	0.011176222283082671	0.0070520574522622585	0.004964779428230863	0.0333726120558936	0.004810059032241253	0.018142910994723312	0.0031	0.028	0.011176222283082675	0.0021609462943377716
AFF4	1.2684696079191975e-4	0.003802413421203372	0.0011256783188249824	0.004039420609753777	0.004714652446411215	6.697590647233115e-7	0.007	0.057	1.4466868358488922e-4	4.7305073543891786e-4
AFTPH	0.020876539453789915	0.03958170600671061	0.1339953393813067	0.13396104322111593	0.13085088243880186	0.17210957525256415	0.17	0.3	0.019198917888781093	0.04220115443458023
AGA	0.11541484029166202	0.036506567594611614	0.0031745479339057767	0.1284787318057128	0.26225663724494425	0.06366265719954238	0.48	0.31	0.20510075508413123	0.011097656521109505
AGBL2	0.001349056322846978	0.047117132029595526	9.449386858889694e-4	0.005352088749525161	7.841858082273457e-4	0.0023792510118700464	0.011	0.057	NA	0.008659923367066244
AGBL3	5.981002048760666e-4	4.334017420170648e-4	0.14456278411338902	2.3982752566996136e-4	0.04928599481712393	0.05801080947926942	0.063	0.12	0.02461875733320591	0.0011797231459973075
AGER	0.009152772426711465	0.03973233478000961	0.00878383759848192	4.6343962025821497e-4	4.215083130166267e-4	0.01068656770490474	0.035	0.18	4.8883383923905355e-5	2.2636582785163739e-4
AGFG1	0.04377081203221232	0.07329720487821277	0.0118105715104258	0.020042351830411986	0.021935901334411964	0.014229083516915188	0.079	0.074	0.014994724099575689	0.003435854565007429
AGGF1	0.002500728013103478	8.634586106343383e-6	0.0034540204244044546	3.615020638519677e-5	0.016298150573271164	0.002365716333209064	0.17	1.4e-4	5.471923503244846e-5	0.0021876227726721105
AGL	0.019405328098279093	2.574313450254721e-4	0.006505921923069964	0.07449007534396537	0.05737875880602556	0.05670003114156408	0.15	0.1	0.01986206743140074	0.0037976295947807466
AGMAT	0.11648445845510126	0.06801529240533397	0.1120575122169045	0.32133486701038017	0.31393431345404565	0.10092135615983568	0.27	0.19	NA	0.0013810915992131005
AGPAT6	0.042745165071402136	0.002783958078871372	0.06670963046920048	0.0028320007195260823	0.00282717003180806	0.06596002682040461	0.16	0.059	0.0032632569302800136	0.008528779194496908
AGPAT9	0.003450516632086739	0.025663412324515442	3.041729511643702e-4	0.0012818034149789177	0.04225676023772971	0.016165698856746666	0.17	0.0052	0.03285427163537117	0.008719244687051418
AGTPBP1	0.0044441946872853695	0.0021781085432674946	0.014270592295167124	0.002133740863325752	0.001733529400490025	0.00622021957411106	0.073	0.016	0.0016556880377248471	7.216201700091157e-4
AGTRAP	0.02555114380298619	0.014731011144719742	0.0016012614777961304	0.02508915175762318	0.005495034045179295	0.013874352216057729	0.079	0.03	0.0012152761341601512	2.2739556711164486e-5
AHCYL2	0.010852671830461137	0.0015318512640685464	0.19740614866506603	0.0014242033595294851	0.0036280309656721854	0.001055116633997185	0.06	0.053	0.0017524502624815415	1.8252254603324857e-5
AHI1	0.3310884686489953	0.10803835732725936	0.04545785631939354	0.32595450132602927	0.3224721543935915	0.14167496932368187	0.46	0.36	0.3319097183798742	0.08394682131769021
AHRR	8.791169525700929e-5	0.00488543135289312	0.00601765550307814	2.0058719500576664e-4	0.004417197482586812	0.019279833263373004	-0.0016	0.068	4.0882720856395176e-4	0.0011493557817717126
AHSA1	0.0014983544244152381	4.527127811917974e-6	0.012354264397249503	0.0018043922407657766	0.0033240385098154235	0.030001378836715366	0.11	0.046	NA	2.0280427861684312e-4
AHSA2	3.976413146118272e-6	0.001961174472752385	4.479027937421476e-4	6.027398381315384e-4	0.020481548612574996	0.07086797306791409	0.074	0.23	1.2859542767005677e-4	0.017068761514724966
AIF1	0.10294050553898036	0.019734394226897923	3.162037493921987e-4	0.11787469501671967	0.10276773408870742	1.9191772315367006e-4	0.14	0.045	0.08139775835786905	NA
AIFM2	0.009645302964978139	0.027306272559692785	0.00627837207143402	0.01356497313091791	0.018105077896511914	0.022294478442651235	0.16	0.053	3.9632871591771697e-4	9.024089388340829e-4
AIG1	0.0010819377257606652	0.0011278334054578686	0.0018590610194101805	4.0570873235019186e-5	0.004490609324249156	0.03971143907874818	0.0043	0.027	1.3149527912875572e-5	0.003973381711066743
AIMP1	2.9578640658222717e-4	4.283939876511695e-7	0.01133466884990977	0.04158292381261875	0.0021295406318022096	0.01329336876888544	-4.4e-4	0.045	1.624434879889506e-4	0.003309096379887186
AIMP2	0.005784113649301411	4.941504855885735e-4	0.03215724137568455	0.004253369698788474	0.0057371003615322245	0.005056118049878425	0.26	0.083	0.058049855999152696	0.0015759743403906405
AK2	0.0022850272232425	2.1022556692988656e-5	1.650456587562075e-6	0.0029555955076065905	0.002354708271681285	0.00395012258437501	0.068	0.004	6.508460878329287e-4	7.915753350712667e-5
AKAP1	0.013365295692027978	4.40453434833435e-4	0.0018963199154304056	2.479408393067933e-4	6.0082280453429826e-5	0.012169460761883133	0.011	0.019	5.6958150250735694e-5	0.0018350294547255664
AKAP10	0.008009680618730272	0.002881274721582736	0.001337170565615276	9.960783276162764e-4	0.006303469174126935	0.008140034896428297	0.01	0.094	0.002005973273993832	0.005229265203496039
AKAP11	0.0047487012258202125	0.0019180705638473761	0.0022910362983280894	6.38209563783543e-4	0.0016016530868932445	0.0015925917874548142	0.13	0.03	0.0017413427604907	0.006922151924643537
AKAP13	0.0625779655405804	0.07663647871167258	0.016840283566387795	0.00239415023233881	0.014818547881713967	0.033374371628259264	0.14	0.2	5.9695644593651496e-5	2.4279620761062697e-4
AKAP3	0.2953521456519432	0.23638077110101272	0.3135997287920784	0.2154030764230981	0.19604633921139447	0.35853978400628644	0.34	0.36	0.30894597815660985	0.2340945168488941
AKIRIN1	0.019106873265852933	2.8198719027556053e-4	0.0043335494776511815	0.0396340414775713	0.07567319133961253	0.048990370794563344	0.055	0.085	0.037708391778370515	7.130267647420863e-4
AKIRIN2	0.01524750967490243	0.030346440156561082	0.03732405253023061	0.09593415994140933	0.0813281108825295	0.0514161744008006	0.1	0.094	0.014282939240573955	8.605923017380799e-6
AKNA	5.446468842024723e-5	0.01243470294940025	0.0013116304302910127	0.001153487380602399	0.004748925119629578	0.028839235266058853	0.11	0.14	NA	0.008344623129356597
AKR1A1	0.013178434021675131	0.003988683578223687	0.05636761429674437	0.009356550666525791	0.0075425776640129635	0.013083255871296004	0.15	0.046	0.00261180465679004	0.01584123161144869
AKR7A2	0.03849861736449137	0.001184451740063029	7.347971375171726e-4	0.02542564121330958	0.030280822912233354	0.09991799195655532	0.13	0.13	0.03833183206646058	0.017311451709353776
AKR7A3	0.0039249392375968984	0.0010001738074927333	0.001344921506044612	0.027609788697787543	1.2054435723162501e-4	0.028727966020028348	0.053	0.068	0.010731722239787486	0.0018948243099620315
AKT1S1	0.0021993863830426074	1.0234222786904168e-5	0.02370069027652072	0.017381778906126043	0.03737325095334726	0.02037541077175799	0.032	0.044	0.02389660835275733	0.00278314463281297
AKT3	0.011857828682565954	0.02223742123404247	0.019117702801358962	0.004966583642561398	0.0038078399032867426	0.005138813033562637	0.037	0.079	0.003926109175512019	NA
AKTIP	0.011551873249437026	0.007279502538876148	0.006458903586020884	3.8960978132409013e-4	0.0018992589757661682	1.1076246589307895e-6	0.099	0.0052	NA	NA
ALAD	0.01154397072872584	0.07296590547559549	0.07031677374776998	0.020602096149170437	0.0444470330113936	0.018124233830408176	0.11	0.1	0.012765997169479721	0.01568951829097275
ALCAM	0.006322109777500094	0.0065404930843598	0.020864641807117848	0.0025432569320780886	0.006799150920886127	0.025425161962169443	0.12	0.048	7.504123113928773e-4	0.003225364699710602
ALDH16A1	0.03521086441032323	0.025167713735363223	0.0822436012026891	0.25939059084479604	0.2660339584619035	0.10206578365436672	0.15	0.13	0.031102226037022757	0.002072893728343335
ALDH18A1	0.01406952894863377	0.010995220218431296	1.1978542403311042e-4	9.107042401963237e-4	0.0022098187550861053	9.765357799872658e-4	0.18	0.015	4.1878478168631415e-4	NA
ALDH3A2	0.21633031321721669	0.03792444138788441	0.02302920139234094	0.028173116157278695	0.028173116157278695	0.023029201392340933	0.47	0.071	0.1846331733235434	0.004441111498330281
ALDH5A1	0.044528890362727766	0.019926618589262944	0.004356908933056153	0.09232088097916163	0.10331484713768055	0.05050197165764389	0.088	0.18	0.040465130334623525	0.019262345864168938
ALDH6A1	0.009465725165510669	0.007839578352683183	0.020742836559479557	0.01797171807123494	0.007957606273093868	0.11272730228739061	0.023	0.13	0.002097838870645953	0.005481048378923594
ALDH7A1	0.16967172047552023	0.05646072494485084	0.005407001701318305	0.271164362518979	0.24568371584948712	0.32336875473641347	0.16	0.35	0.17730755650826815	0.3187164935095765
ALDH8A1	0.07734617121057719	0.04997475745042773	0.10882656139277017	0.24497068735150132	0.29335347245888543	0.1416386259827618	0.12	0.054	0.09754201103606233	0.036555677804321826
ALDOB	5.8514954028066436e-5	0.0019459213412039737	4.8644979524454666e-4	3.3316500890181376e-4	0.051045005428149576	0.00607304834875754	0.12	0.012	0.026595528834866513	3.634273413259993e-4
ALG10	0.004691378119812882	1.9703234044973886e-4	NA	0.003374001138346923	0.015430976771703932	0.0025678169651875598	0.037	0.1	7.266070465690873e-4	NA
ALG11	0.017467725194369847	0.02527805782534286	0.009953725697406322	0.014194364128576525	0.014194364128576525	0.009953725697406322	0.074	0.011	0.011132681421727842	NA
ALG12	0.010262941190628587	0.0015404409834132034	2.5647053895835664e-4	0.012457474695729148	0.013225846454310072	0.19348645564812117	0.053	0.34	0.0010548059832366666	0.08132521815261173
ALG2	2.02017973739901e-4	0.006347445455995393	0.0028313926117215504	0.003825413946725095	0.021769903114978985	5.922258282024173e-4	0.18	0.01	0.05321497995486516	0.00573949207021584
ALG6	0.042265251799405504	0.01910302902655815	5.0024600608578463e-5	0.013883189113148238	0.011996586114518027	0.006363208811467865	0.042	0.0026	1.421199289267329e-4	0.0011772558288750908
ALG8	0.03987671110290522	0.0372926068241851	0.0010710505702876106	0.08039523495438801	0.1276696369926835	0.004052851817975727	0.3	0.21	0.06511589254771089	4.372943639424004e-4
